Order_id,order_date,order_time,location,channel,customer_id,customer_type,product_category,product,quantity,unit_price,discount,revenue,food_cost,gross_profit,payment_method,table_number,table_size,booking,server_id,wait_time_minute,customer_rating,weather,day_of_week,month
O0100294-3,2025-05-07,20:51:00,Norwich Riverside,Dine-in,C18800,Returning,mains,Seafood Paella,1,22.0,0.1,19.8,6.82,12.98,Contactless,1.0,4.0,No,S003,17,4.2,Sunny,Wednesday,May
O0100295,2025-05-28,22:40:00,Norwich City Centre,Takeaway,C13077,New,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Card,,,No,S001,8,5.0,Sunny,Wednesday,May
O0100295-2,2026-05-06,22:40:00,Norwich City Centre,Takeaway,C13077,New,drinks,Soft Drink,1,3.2,0.1,2.88,0.58,2.3,Contactless,,,No,S002,12,4.5,Sunny,Wednesday,May
O0100296,2025-05-07,20:21:00,Norwich Riverside,Dine-in,C18436,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Card,16.0,2.0,No,S003,21,4.5,Sunny,Wednesday,May
O0100296-2,2025-05-07,20:21:00,Norwich Riverside,Dine-in,C18436,Returning,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Contactless,25.0,2.0,Yes,S005,20,4.5,Sunny,Wednesday,May
O0100296-3,2025-05-07,20:21:00,Norwich Riverside,Dine-in,C18436,Returning,drinks,Soft Drink,1,3.2,0.05,3.04,0.58,2.46,Online,29.0,4.0,Yes,S006,14,4.6,Sunny,Wednesday,May
O0100297,2025-05-14,22:36:00,Norwich City Centre,Dine-in,C10498,New,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Online,13.0,2.0,No,S005,9,4.7,Sunny,Wednesday,May
O0100298,2026-05-27,19:17:00,Norwich City Centre,Dine-in,C19599,Returning,drinks,Spanish Lager,2,5.5,0.0,11.0,2.64,8.36,Card,5.0,4.0,Yes,S001,21,4.6,Sunny,Wednesday,May
O0100298-2,2026-05-06,19:17:00,Norwich City Centre,Dine-in,C19599,Returning,drinks,Coffee,2,3.0,0.05,5.7,0.9,4.8,Contactless,22.0,4.0,Yes,S002,13,4.8,Sunny,Wednesday,May
O0100298-3,2026-05-27,19:17:00,Norwich City Centre,Dine-in,C19599,Returning,mains,Black Rice with Squid,1,21.0,0.1,18.9,6.3,12.6,Card,4.0,2.0,Yes,S006,24,4.2,Sunny,Wednesday,May
O0100299,2025-05-07,21:58:00,Norwich City Centre,Dine-in,C19064,Returning,tapas,Spanish Omelette,1,7.0,0.05,6.65,1.68,4.97,Card,18.0,4.0,Yes,S005,23,3.8,Sunny,Wednesday,May
O0100299-2,2025-05-28,21:58:00,Norwich City Centre,Dine-in,C19064,Returning,drinks,Coffee,1,3.0,0.1,2.7,0.45,2.25,Cash,10.0,2.0,Yes,S005,13,4.3,Sunny,Wednesday,May
O0100299-3,2025-05-07,21:58:00,Norwich City Centre,Dine-in,C19064,Returning,drinks,Sparkling Water,2,2.8,0.1,5.04,0.9,4.14,Card,29.0,2.0,No,S005,20,4.1,Sunny,Wednesday,May
O0100300,2025-05-07,20:06:00,Norwich Riverside,Dine-in,C13615,Returning,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Online,11.0,4.0,No,S003,19,4.4,Sunny,Wednesday,May
O0100301,2026-05-20,16:58:00,Norwich City Centre,Takeaway,C16600,Returning,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Card,,,No,S004,8,4.8,Sunny,Wednesday,May
O0100301-2,2025-05-07,16:58:00,Norwich City Centre,Takeaway,C16600,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,,,No,S005,17,4.4,Sunny,Wednesday,May
O0100302,2025-05-07,16:57:00,Norwich Riverside,Dine-in,C16337,Returning,mains,Black Rice with Squid,1,21.0,0.1,18.9,6.3,12.6,Card,22.0,4.0,Yes,S006,16,4.8,Sunny,Wednesday,May
O0100302-2,2025-05-07,16:57:00,Norwich Riverside,Dine-in,C16337,Returning,drinks,Spanish Lager,1,5.5,0.1,4.95,1.32,3.63,Cash,8.0,4.0,Yes,S004,18,5.0,Sunny,Wednesday,May
O0100302-3,2025-05-07,16:57:00,Norwich Riverside,Dine-in,C16337,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,12.0,2.0,Yes,S002,23,4.6,Sunny,Wednesday,May
O0100303,2025-05-07,14:07:00,Norwich City Centre,Takeaway,C12477,Returning,mains,Vegetable Paella,1,17.5,0.15,14.88,4.73,10.15,Card,,,No,S006,17,3.8,Sunny,Wednesday,May
O0100303-2,2025-05-21,14:07:00,Norwich City Centre,Takeaway,C12477,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S003,16,4.3,Sunny,Wednesday,May
O0100303-3,2026-05-20,14:07:00,Norwich City Centre,Takeaway,C12477,Returning,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Contactless,,,No,S006,11,4.5,Sunny,Wednesday,May
O0100304,2025-05-07,19:36:00,Norwich Riverside,Dine-in,C19853,New,desserts,Crema Catalana,1,6.5,0.05,6.17,1.43,4.74,Online,24.0,4.0,Yes,S003,8,4.6,Sunny,Wednesday,May
O0100305,2026-05-20,13:46:00,Norwich City Centre,Takeaway,C12565,New,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,,,No,S002,10,3.7,Sunny,Wednesday,May
O0100305-2,2025-05-28,13:46:00,Norwich City Centre,Takeaway,C12565,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S001,11,4.3,Sunny,Wednesday,May
O0100305-3,2025-05-28,13:46:00,Norwich City Centre,Takeaway,C12565,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,,,No,S003,14,4.5,Sunny,Wednesday,May
O0100305-4,2026-05-13,13:46:00,Norwich City Centre,Takeaway,C12565,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S005,12,3.8,Sunny,Wednesday,May
O0100306,2026-05-20,14:05:00,Norwich City Centre,Dine-in,C15312,New,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Card,22.0,6.0,No,S001,12,4.4,Sunny,Wednesday,May
O0100306-2,2026-05-13,14:05:00,Norwich City Centre,Dine-in,C15312,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Contactless,29.0,2.0,No,S005,22,4.4,Sunny,Wednesday,May
O0100306-3,2025-05-21,14:05:00,Norwich City Centre,Dine-in,C15312,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Online,20.0,4.0,No,S001,19,4.7,Sunny,Wednesday,May
O0100306-4,2026-05-20,14:05:00,Norwich City Centre,Dine-in,C15312,New,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Card,25.0,6.0,Yes,S005,28,4.3,Sunny,Wednesday,May
O0100307,2025-05-07,20:00:00,Norwich City Centre,Dine-in,C11016,New,tapas,Spanish Omelette,2,7.0,0.15,11.9,3.36,8.54,Contactless,13.0,4.0,Yes,S003,10,4.1,Sunny,Wednesday,May
O0100307-2,2025-05-14,20:00:00,Norwich City Centre,Dine-in,C11016,New,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Online,5.0,6.0,Yes,S005,6,4.7,Sunny,Wednesday,May
O0100307-3,2025-05-07,20:00:00,Norwich City Centre,Dine-in,C11016,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Online,22.0,4.0,No,S002,12,3.9,Sunny,Wednesday,May
O0100308,2025-05-08,20:51:00,Norwich Riverside,Dine-in,C13299,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Online,30.0,4.0,No,S002,20,4.7,Partly Cloudy,Thursday,May
O0100308-2,2025-05-08,20:51:00,Norwich Riverside,Dine-in,C13299,Returning,drinks,Coffee,4,3.0,0.0,12.0,1.8,10.2,Contactless,25.0,8.0,No,S002,12,5.0,Partly Cloudy,Thursday,May
O0100309,2025-05-08,19:46:00,Norwich Riverside,Dine-in,C17588,Returning,drinks,Sparkling Water,2,2.8,0.1,5.04,0.9,4.14,Contactless,16.0,6.0,Yes,S002,22,4.1,Partly Cloudy,Thursday,May
O0100309-2,2025-05-08,19:46:00,Norwich Riverside,Dine-in,C17588,Returning,tapas,Croquetas,1,8.5,0.05,8.07,2.38,5.69,Card,3.0,2.0,No,S006,14,4.5,Partly Cloudy,Thursday,May
O0100309-3,2025-05-08,19:46:00,Norwich Riverside,Dine-in,C17588,Returning,drinks,Soft Drink,2,3.2,0.05,6.08,1.15,4.93,Card,7.0,4.0,No,S004,20,4.2,Partly Cloudy,Thursday,May
O0100309-4,2025-05-08,19:46:00,Norwich Riverside,Dine-in,C17588,Returning,tapas,Croquetas,1,8.5,0.1,7.65,2.38,5.27,Card,17.0,6.0,Yes,S006,10,3.9,Partly Cloudy,Thursday,May
O0100310,2025-05-08,19:51:00,Norwich Riverside,Dine-in,C13982,Returning,desserts,Crema Catalana,1,6.5,0.1,5.85,1.43,4.42,Contactless,9.0,4.0,Yes,S001,15,4.4,Partly Cloudy,Thursday,May
O0100310-2,2025-05-08,19:51:00,Norwich Riverside,Dine-in,C13982,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,15.0,6.0,No,S002,16,3.2,Partly Cloudy,Thursday,May
O0100311,2025-05-08,21:35:00,Norwich Riverside,Dine-in,C10812,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Contactless,17.0,2.0,Yes,S002,16,4.3,Partly Cloudy,Thursday,May
O0100311-2,2025-05-08,21:35:00,Norwich Riverside,Dine-in,C10812,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,29.0,2.0,No,S002,9,3.9,Partly Cloudy,Thursday,May
O0100312,2025-05-08,19:30:00,Norwich Riverside,Dine-in,C19701,Returning,drinks,Spanish Lager,2,5.5,0.0,11.0,2.64,8.36,Contactless,20.0,2.0,Yes,S005,25,4.0,Partly Cloudy,Thursday,May
O0100312-2,2025-05-08,19:30:00,Norwich Riverside,Dine-in,C19701,Returning,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Online,12.0,2.0,Yes,S006,23,4.6,Partly Cloudy,Thursday,May
O0100313,2025-05-29,22:13:00,Norwich City Centre,Dine-in,C16622,New,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Contactless,29.0,4.0,Yes,S001,21,4.5,Partly Cloudy,Thursday,May
O0100314,2026-05-07,19:28:00,Norwich City Centre,Delivery,C17225,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,,,No,S003,4,4.5,Partly Cloudy,Thursday,May
O0100314-2,2025-05-15,19:28:00,Norwich City Centre,Delivery,C17225,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Contactless,,,No,S003,20,4.2,Partly Cloudy,Thursday,May
O0100314-3,2026-05-21,19:28:00,Norwich City Centre,Delivery,C17225,Returning,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Card,,,No,S002,21,4.4,Partly Cloudy,Thursday,May
O0100315,2025-05-08,20:55:00,Norwich Riverside,Dine-in,C18560,Returning,tapas,Spanish Omelette,2,7.0,0.0,14.0,3.36,10.64,Card,28.0,2.0,Yes,S006,17,4.5,Partly Cloudy,Thursday,May
O0100315-2,2025-05-08,20:55:00,Norwich Riverside,Dine-in,C18560,Returning,tapas,Patatas Bravas,2,7.5,0.05,14.25,3.75,10.5,Card,13.0,4.0,No,S001,15,3.7,Partly Cloudy,Thursday,May
O0100315-3,2025-05-08,20:55:00,Norwich Riverside,Dine-in,C18560,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Cash,24.0,2.0,No,S005,20,4.2,Partly Cloudy,Thursday,May
O0100315-4,2025-05-08,20:55:00,Norwich Riverside,Dine-in,C18560,Returning,desserts,Crema Catalana,1,6.5,0.15,5.52,1.43,4.09,Contactless,27.0,6.0,No,S004,16,4.5,Partly Cloudy,Thursday,May
O0100316,2025-05-08,14:26:00,Norwich Riverside,Delivery,C14854,Returning,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Card,,,No,S005,17,4.5,Partly Cloudy,Thursday,May
O0100316-2,2025-05-08,14:26:00,Norwich Riverside,Delivery,C14854,Returning,drinks,Spanish Lager,1,5.5,0.1,4.95,1.32,3.63,Card,,,No,S003,17,3.6,Partly Cloudy,Thursday,May
O0100316-3,2025-05-08,14:26:00,Norwich Riverside,Delivery,C14854,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,,,No,S001,21,3.8,Partly Cloudy,Thursday,May
O0100317,2026-05-14,22:39:00,Norwich City Centre,Dine-in,C13929,New,drinks,Soft Drink,3,3.2,0.1,8.64,1.73,6.91,Online,24.0,4.0,No,S004,20,4.9,Partly Cloudy,Thursday,May
O0100317-2,2025-05-08,22:39:00,Norwich City Centre,Dine-in,C13929,New,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Card,12.0,2.0,No,S004,15,3.9,Partly Cloudy,Thursday,May
O0100317-3,2026-05-21,22:39:00,Norwich City Centre,Dine-in,C13929,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,20.0,4.0,Yes,S006,26,4.6,Partly Cloudy,Thursday,May
O0100318,2026-05-14,16:20:00,Norwich City Centre,Dine-in,C18960,New,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Card,1.0,2.0,No,S004,17,3.9,Partly Cloudy,Thursday,May
O0100319,2025-05-08,19:11:00,Norwich Riverside,Dine-in,C15565,Loyal,tapas,Patatas Bravas,2,7.5,0.05,14.25,3.75,10.5,Card,15.0,4.0,Yes,S005,23,4.8,Partly Cloudy,Thursday,May
O0100319-2,2025-05-08,19:11:00,Norwich Riverside,Dine-in,C15565,Loyal,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Online,2.0,6.0,Yes,S003,23,3.5,Partly Cloudy,Thursday,May
O0100320,2025-05-08,20:52:00,Norwich Riverside,Delivery,C19836,Loyal,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,,,No,S001,16,4.3,Partly Cloudy,Thursday,May
O0100320-2,2025-05-08,20:52:00,Norwich Riverside,Delivery,C19836,Loyal,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Contactless,,,No,S005,8,4.8,Partly Cloudy,Thursday,May
O0100320-3,2025-05-08,20:52:00,Norwich Riverside,Delivery,C19836,Loyal,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,,,No,S004,18,3.8,Partly Cloudy,Thursday,May
O0100320-4,2025-05-08,20:52:00,Norwich Riverside,Delivery,C19836,Loyal,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Card,,,No,S003,20,4.9,Partly Cloudy,Thursday,May
O0100320-5,2025-05-08,20:52:00,Norwich Riverside,Delivery,C19836,Loyal,tapas,Croquetas,3,8.5,0.0,25.5,7.14,18.36,Card,,,No,S002,9,5.0,Partly Cloudy,Thursday,May
O0100321,2025-05-15,21:13:00,Norwich City Centre,Dine-in,C10084,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,28.0,2.0,Yes,S001,10,4.4,Partly Cloudy,Thursday,May
O0100321-2,2026-05-28,21:13:00,Norwich City Centre,Dine-in,C10084,Returning,drinks,Coffee,2,3.0,0.0,6.0,0.9,5.1,Card,30.0,4.0,Yes,S005,20,3.9,Partly Cloudy,Thursday,May
O0100321-3,2026-05-21,21:13:00,Norwich City Centre,Dine-in,C10084,Returning,desserts,Basque Cheesecake,2,7.0,0.05,13.3,3.5,9.8,Contactless,24.0,4.0,No,S004,5,4.3,Partly Cloudy,Thursday,May
O0100322,2026-05-21,17:23:00,Norwich City Centre,Dine-in,C15653,New,tapas,Croquetas,3,8.5,0.0,25.5,7.14,18.36,Card,5.0,2.0,Yes,S002,26,4.3,Partly Cloudy,Thursday,May
O0100322-2,2025-05-22,17:23:00,Norwich City Centre,Dine-in,C15653,New,desserts,Crema Catalana,2,6.5,0.0,13.0,2.86,10.14,Online,22.0,2.0,Yes,S001,11,4.9,Partly Cloudy,Thursday,May
O0100323,2025-05-08,22:52:00,Norwich Riverside,Dine-in,C13277,New,mains,Black Rice with Squid,1,21.0,0.15,17.85,6.3,11.55,Contactless,25.0,4.0,No,S005,18,4.1,Partly Cloudy,Thursday,May
O0100323-2,2025-05-08,22:52:00,Norwich Riverside,Dine-in,C13277,New,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Cash,11.0,4.0,No,S003,13,4.6,Partly Cloudy,Thursday,May
O0100323-3,2025-05-08,22:52:00,Norwich Riverside,Dine-in,C13277,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Online,8.0,4.0,Yes,S002,22,5.0,Partly Cloudy,Thursday,May
O0100324,2026-05-07,13:53:00,Norwich City Centre,Takeaway,C17778,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Contactless,,,No,S006,31,4.4,Partly Cloudy,Thursday,May
O0100324-2,2026-05-14,13:53:00,Norwich City Centre,Takeaway,C17778,Returning,drinks,Spanish Lager,2,5.5,0.0,11.0,2.64,8.36,Online,,,No,S001,16,4.2,Partly Cloudy,Thursday,May
O0100325,2025-05-22,22:55:00,Norwich City Centre,Takeaway,C11022,Returning,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Online,,,No,S003,18,5.0,Partly Cloudy,Thursday,May
O0100326,2025-05-22,16:28:00,Norwich City Centre,Dine-in,C16050,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,4.0,4.0,Yes,S006,16,4.3,Partly Cloudy,Thursday,May
O0100326-2,2025-05-15,16:28:00,Norwich City Centre,Dine-in,C16050,Returning,drinks,House Sangria,1,8.0,0.05,7.6,1.6,6.0,Cash,20.0,2.0,Yes,S004,10,4.5,Partly Cloudy,Thursday,May
O0100327,2025-05-08,20:50:00,Norwich Riverside,Dine-in,C17603,Returning,tapas,Patatas Bravas,1,7.5,0.1,6.75,1.88,4.87,Card,13.0,2.0,No,S006,21,3.7,Partly Cloudy,Thursday,May
O0100327-2,2025-05-08,20:50:00,Norwich Riverside,Dine-in,C17603,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,21.0,4.0,No,S001,23,3.9,Partly Cloudy,Thursday,May
O0100328,2026-05-21,20:37:00,Norwich City Centre,Dine-in,C13752,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Contactless,6.0,2.0,No,S001,23,4.3,Partly Cloudy,Thursday,May
O0100328-2,2026-05-07,20:37:00,Norwich City Centre,Dine-in,C13752,Returning,tapas,Croquetas,2,8.5,0.0,17.0,4.76,12.24,Contactless,26.0,4.0,No,S002,11,3.7,Partly Cloudy,Thursday,May
O0100329,2025-05-08,20:18:00,Norwich Riverside,Dine-in,C17867,New,desserts,Crema Catalana,1,6.5,0.05,6.17,1.43,4.74,Online,2.0,4.0,No,S002,20,4.4,Partly Cloudy,Thursday,May
O0100329-2,2025-05-08,20:18:00,Norwich Riverside,Dine-in,C17867,New,mains,Seafood Paella,1,22.0,0.1,19.8,6.82,12.98,Card,21.0,4.0,Yes,S001,25,4.1,Partly Cloudy,Thursday,May
O0100329-3,2025-05-08,20:18:00,Norwich Riverside,Dine-in,C17867,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Card,15.0,4.0,No,S006,19,4.1,Partly Cloudy,Thursday,May
O0100330,2026-05-21,21:15:00,Norwich City Centre,Dine-in,C15527,New,desserts,Churros,2,6.0,0.05,11.4,2.4,9.0,Cash,17.0,4.0,No,S005,14,4.3,Partly Cloudy,Thursday,May
O0100330-2,2026-05-14,21:15:00,Norwich City Centre,Dine-in,C15527,New,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Online,12.0,4.0,Yes,S005,27,5.0,Partly Cloudy,Thursday,May
O0100330-3,2026-05-14,21:15:00,Norwich City Centre,Dine-in,C15527,New,drinks,Sparkling Water,1,2.8,0.05,2.66,0.45,2.21,Contactless,17.0,4.0,No,S003,15,4.3,Partly Cloudy,Thursday,May
O0100330-4,2026-05-21,21:15:00,Norwich City Centre,Dine-in,C15527,New,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Contactless,8.0,4.0,No,S003,9,5.0,Partly Cloudy,Thursday,May
O0100331,2026-05-14,13:33:00,Norwich City Centre,Takeaway,C19031,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,,,No,S003,10,3.9,Partly Cloudy,Thursday,May
O0100331-2,2026-05-28,13:33:00,Norwich City Centre,Takeaway,C19031,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S002,14,5.0,Partly Cloudy,Thursday,May
O0100331-3,2026-05-28,13:33:00,Norwich City Centre,Takeaway,C19031,Returning,mains,Black Rice with Squid,1,21.0,0.05,19.95,6.3,13.65,Card,,,No,S004,17,4.3,Partly Cloudy,Thursday,May
O0100332,2025-05-22,22:12:00,Norwich City Centre,Dine-in,C13857,New,mains,Black Rice with Squid,1,21.0,0.15,17.85,6.3,11.55,Contactless,7.0,2.0,No,S002,21,4.6,Partly Cloudy,Thursday,May
O0100332-2,2026-05-21,22:12:00,Norwich City Centre,Dine-in,C13857,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,1.0,2.0,No,S006,21,4.3,Partly Cloudy,Thursday,May
O0100333,2025-05-08,22:43:00,Norwich Riverside,Dine-in,C11219,Returning,desserts,Churros,1,6.0,0.1,5.4,1.2,4.2,Card,23.0,2.0,No,S006,16,4.0,Partly Cloudy,Thursday,May
O0100333-2,2025-05-08,22:43:00,Norwich Riverside,Dine-in,C11219,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Contactless,3.0,8.0,Yes,S002,26,4.3,Partly Cloudy,Thursday,May
O0100334,2025-05-08,20:12:00,Norwich Riverside,Dine-in,C16916,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Card,1.0,2.0,No,S005,17,4.0,Partly Cloudy,Thursday,May
O0100335,2026-05-07,21:37:00,Norwich City Centre,Delivery,C18555,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Contactless,,,No,S001,8,4.4,Partly Cloudy,Thursday,May
O0100336,2025-05-08,22:38:00,Norwich Riverside,Dine-in,C18337,Loyal,desserts,Churros,1,6.0,0.15,5.1,1.2,3.9,Contactless,27.0,2.0,No,S006,6,4.6,Partly Cloudy,Thursday,May
O0100336-2,2025-05-08,22:38:00,Norwich Riverside,Dine-in,C18337,Loyal,desserts,Churros,1,6.0,0.1,5.4,1.2,4.2,Card,16.0,2.0,No,S005,12,4.2,Partly Cloudy,Thursday,May
O0100337,2025-05-08,20:21:00,Norwich Riverside,Dine-in,C16238,New,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Contactless,14.0,6.0,Yes,S002,18,3.9,Partly Cloudy,Thursday,May
O0100338,2025-05-08,19:03:00,Norwich City Centre,Takeaway,C10891,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S004,4,3.8,Partly Cloudy,Thursday,May
O0100338-2,2026-05-07,19:03:00,Norwich City Centre,Takeaway,C10891,New,drinks,Coffee,3,3.0,0.0,9.0,1.35,7.65,Card,,,No,S005,13,4.3,Partly Cloudy,Thursday,May
O0100338-3,2026-05-21,19:03:00,Norwich City Centre,Takeaway,C10891,New,mains,Vegetable Paella,1,17.5,0.1,15.75,4.73,11.02,Cash,,,No,S002,13,5.0,Partly Cloudy,Thursday,May
O0100339,2025-05-22,13:32:00,Norwich City Centre,Takeaway,C15408,Returning,desserts,Basque Cheesecake,1,7.0,0.1,6.3,1.75,4.55,Online,,,No,S003,13,4.3,Partly Cloudy,Thursday,May
O0100339-2,2026-05-21,13:32:00,Norwich City Centre,Takeaway,C15408,Returning,tapas,Spanish Omelette,2,7.0,0.0,14.0,3.36,10.64,Cash,,,No,S006,26,3.8,Partly Cloudy,Thursday,May
O0100340,2026-05-28,20:55:00,Norwich City Centre,Dine-in,C17243,New,drinks,Coffee,3,3.0,0.0,9.0,1.35,7.65,Contactless,23.0,2.0,Yes,S005,11,4.6,Partly Cloudy,Thursday,May
O0100340-2,2026-05-21,20:55:00,Norwich City Centre,Dine-in,C17243,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,10.0,2.0,No,S004,24,4.6,Partly Cloudy,Thursday,May
O0100340-3,2026-05-07,20:55:00,Norwich City Centre,Dine-in,C17243,New,desserts,Crema Catalana,2,6.5,0.0,13.0,2.86,10.14,Card,5.0,6.0,No,S001,13,4.4,Partly Cloudy,Thursday,May
O0100341,2025-05-08,16:18:00,Norwich Riverside,Takeaway,C11630,Returning,drinks,House Sangria,1,8.0,0.1,7.2,1.6,5.6,Contactless,,,No,S003,12,4.8,Partly Cloudy,Thursday,May
O0100341-2,2025-05-08,16:18:00,Norwich Riverside,Takeaway,C11630,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Online,,,No,S006,7,5.0,Partly Cloudy,Thursday,May
O0100341-3,2025-05-08,16:18:00,Norwich Riverside,Takeaway,C11630,Returning,drinks,Coffee,1,3.0,0.1,2.7,0.45,2.25,Card,,,No,S006,9,4.7,Partly Cloudy,Thursday,May
O0100341-4,2025-05-08,16:18:00,Norwich Riverside,Takeaway,C11630,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,,,No,S004,17,4.2,Partly Cloudy,Thursday,May
O0100342,2026-05-07,21:17:00,Norwich City Centre,Delivery,C16025,New,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Contactless,,,No,S005,6,4.2,Partly Cloudy,Thursday,May
O0100342-2,2026-05-14,21:17:00,Norwich City Centre,Delivery,C16025,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Card,,,No,S003,10,4.3,Partly Cloudy,Thursday,May
O0100342-3,2025-05-01,21:17:00,Norwich City Centre,Delivery,C16025,New,mains,Seafood Paella,1,22.0,0.15,18.7,6.82,11.88,Card,,,No,S003,12,4.2,Partly Cloudy,Thursday,May
O0100342-4,2026-05-28,21:17:00,Norwich City Centre,Delivery,C16025,New,drinks,Sparkling Water,3,2.8,0.0,8.4,1.34,7.06,Online,,,No,S003,9,4.6,Partly Cloudy,Thursday,May
O0100343,2026-05-07,18:47:00,Norwich City Centre,Dine-in,C16378,Loyal,desserts,Crema Catalana,2,6.5,0.0,13.0,2.86,10.14,Contactless,2.0,4.0,No,S003,28,4.2,Partly Cloudy,Thursday,May
O0100344,2025-05-08,19:47:00,Norwich Riverside,Dine-in,C19932,New,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Contactless,1.0,4.0,No,S005,18,4.2,Partly Cloudy,Thursday,May
O0100345,2025-05-08,21:48:00,Norwich Riverside,Dine-in,C14143,New,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Card,27.0,2.0,No,S004,16,4.3,Partly Cloudy,Thursday,May
O0100345-2,2025-05-08,21:48:00,Norwich Riverside,Dine-in,C14143,New,drinks,Soft Drink,2,3.2,0.0,6.4,1.15,5.25,Contactless,2.0,4.0,No,S003,18,4.1,Partly Cloudy,Thursday,May
